chromo	start	end	width	strand	name
10	436627	436636	10	+	Gln3
10	459525	459534	10	+	Gln3
10	705450	705459	10	+	Gln3
10	718816	718825	10	-	Gln3
10	719263	719272	10	-	Gln3
11	247443	247452	10	+	Gln3
11	321642	321651	10	-	Gln3
11	322515	322524	10	+	Gln3
11	322646	322655	10	+	Gln3
11	514361	514370	10	-	Gln3
11	514409	514418	10	+	Gln3
12	112614	112623	10	+	Gln3
12	187379	187388	10	+	Gln3
12	498311	498320	10	+	Gln3
12	498903	498912	10	-	Gln3
12	794678	794687	10	-	Gln3
12	795550	795559	10	+	Gln3
13	268362	268371	10	-	Gln3
13	268903	268912	10	+	Gln3
13	305601	305610	10	+	Gln3
13	408827	408836	10	+	Gln3
14	359435	359444	10	+	Gln3
14	575450	575459	10	+	Gln3
14	664127	664136	10	+	Gln3
14	762964	762973	10	-	Gln3
15	96592	96601	10	+	Gln3
15	109985	109994	10	+	Gln3
15	110943	110952	10	-	Gln3
15	218805	218814	10	-	Gln3
15	219005	219014	10	-	Gln3
15	219124	219133	10	+	Gln3
15	326278	326287	10	-	Gln3
15	770539	770548	10	+	Gln3
15	1045162	1045171	10	-	Gln3
16	40080	40089	10	+	Gln3
16	40121	40130	10	-	Gln3
16	40151	40160	10	+	Gln3
16	40226	40235	10	-	Gln3
16	40808	40817	10	+	Gln3
16	641001	641010	10	-	Gln3
16	641601	641610	10	-	Gln3
16	641920	641929	10	-	Gln3
16	643722	643731	10	-	Gln3
16	821478	821487	10	+	Gln3
16	821488	821497	10	+	Gln3
16	822233	822242	10	+	Gln3
16	822427	822436	10	-	Gln3
2	363038	363043	6	-	Gts1
2	363489	363494	6	+	Gts1
2	364172	364177	6	-	Gts1
2	623325	623330	6	-	Gts1
2	749381	749386	6	+	Gts1
3	149057	149062	6	-	Gts1
3	149176	149181	6	+	Gts1
4	138249	138254	6	+	Gts1
4	911375	911380	6	-	Gts1
4	911743	911748	6	-	Gts1
4	911979	911984	6	-	Gts1
4	1031463	1031468	6	+	Gts1
5	121336	121341	6	+	Gts1
5	504394	504399	6	+	Gts1
5	504632	504637	6	+	Gts1
5	504862	504867	6	+	Gts1
5	505083	505088	6	+	Gts1
5	505101	505106	6	-	Gts1
6	25921	25926	6	-	Gts1
6	27994	27999	6	+	Gts1
6	30692	30697	6	+	Gts1
6	31440	31445	6	-	Gts1
6	111220	111225	6	+	Gts1
6	111702	111707	6	-	Gts1
6	112215	112220	6	+	Gts1
6	192292	192297	6	+	Gts1
6	229348	229353	6	-	Gts1
6	233894	233899	6	-	Gts1
6	233900	233905	6	-	Gts1
6	241477	241482	6	+	Gts1
6	241679	241684	6	-	Gts1
7	139587	139592	6	+	Gts1
7	139718	139723	6	+	Gts1
7	582664	582669	6	-	Gts1
7	582829	582834	6	-	Gts1
7	659902	659907	6	+	Gts1
7	660546	660551	6	+	Gts1
8	377862	377867	6	+	Gts1
11	8092	8097	6	-	Gts1
11	8839	8844	6	-	Gts1
11	11785	11790	6	+	Gts1
11	434571	434576	6	+	Gts1
11	434808	434813	6	-	Gts1
11	434913	434918	6	+	Gts1
11	434986	434991	6	-	Gts1
11	435028	435033	6	+	Gts1
11	435051	435056	6	+	Gts1
14	321467	321472	6	-	Gts1
14	321483	321488	6	+	Gts1
14	321544	321549	6	+	Gts1
14	321583	321588	6	+	Gts1
14	321683	321688	6	-	Gts1
14	322149	322154	6	+	Gts1
15	77347	77352	6	+	Gts1
15	79880	79885	6	+	Gts1
15	155213	155218	6	+	Gts1
15	160621	160626	6	+	Gts1
15	160724	160729	6	+	Gts1
15	252818	252823	6	-	Gts1
15	253058	253063	6	-	Gts1
15	860458	860463	6	+	Gts1
15	874131	874136	6	+	Gts1
16	517160	517165	6	+	Gts1
16	517423	517428	6	-	Gts1
16	664752	664757	6	+	Gts1
16	664814	664819	6	-	Gts1
2	296051	296056	6	+	Gzf3
2	675293	675298	6	-	Gzf3
3	149313	149318	6	+	Gzf3
4	337451	337456	6	-	Gzf3
4	1379971	1379976	6	+	Gzf3
5	567706	567711	6	+	Gzf3
8	466236	466241	6	+	Gzf3
9	364693	364698	6	-	Gzf3
9	364737	364742	6	-	Gzf3
10	228096	228101	6	+	Gzf3
11	12126	12131	6	+	Gzf3
12	46511	46516	6	+	Gzf3
12	112617	112622	6	+	Gzf3
12	187172	187177	6	+	Gzf3
12	187382	187387	6	+	Gzf3
16	745670	745675	6	+	Gzf3
16	882155	882160	6	+	Gzf3
16	883649	883654	6	+	Gzf3
4	192391	192400	10	-	Hac1
6	206558	206567	10	+	Hac1
6	206595	206604	10	+	Hac1
6	238295	238304	10	+	Hac1
10	381194	381203	10	-	Hac1
15	267627	267636	10	+	Hac1
15	798322	798331	10	+	Hac1
2	135739	135748	10	+	Hap1
2	269743	269752	10	+	Hap1
2	270046	270055	10	+	Hap1
2	350917	350926	10	+	Hap1
2	350941	350950	10	+	Hap1
2	407384	407393	10	+	Hap1
4	265166	265175	10	+	Hap1
4	930727	930736	10	-	Hap1
4	1490247	1490256	10	-	Hap1
5	80211	80220	10	+	Hap1
5	238260	238269	10	-	Hap1
5	248382	248391	10	-	Hap1
5	248572	248581	10	-	Hap1
5	453241	453250	10	+	Hap1
5	453266	453275	10	+	Hap1
5	462492	462501	10	-	Hap1
5	567313	567322	10	-	Hap1
5	567575	567584	10	+	Hap1
6	44630	44639	10	-	Hap1
6	114640	114649	10	+	Hap1
6	224972	224981	10	-	Hap1
7	144620	144629	10	+	Hap1
7	150738	150747	10	+	Hap1
7	398015	398024	10	+	Hap1
7	398229	398238	10	+	Hap1
7	496677	496686	10	+	Hap1
7	557809	557818	10	-	Hap1
7	591071	591080	10	-	Hap1
7	609975	609984	10	-	Hap1
7	610006	610015	10	+	Hap1
7	610324	610333	10	-	Hap1
7	653915	653924	10	-	Hap1
7	654175	654184	10	-	Hap1
7	654262	654271	10	+	Hap1
7	654425	654434	10	-	Hap1
7	713180	713189	10	-	Hap1
7	713570	713579	10	-	Hap1
7	713580	713589	10	-	Hap1
7	848477	848486	10	-	Hap1
7	959098	959107	10	-	Hap1
8	105434	105443	10	-	Hap1
8	122079	122088	10	-	Hap1
8	122215	122224	10	+	Hap1
8	122373	122382	10	+	Hap1
8	122399	122408	10	-	Hap1
8	122510	122519	10	+	Hap1
8	209392	209401	10	+	Hap1
8	209430	209439	10	-	Hap1
8	484679	484688	10	+	Hap1
10	139598	139607	10	+	Hap1
10	348843	348852	10	-	Hap1
10	525969	525978	10	-	Hap1
10	525992	526001	10	+	Hap1
10	623248	623257	10	+	Hap1
11	21552	21561	10	-	Hap1
11	100007	100016	10	-	Hap1
11	257949	257958	10	+	Hap1
11	258578	258587	10	+	Hap1
11	340401	340410	10	+	Hap1
11	340468	340477	10	+	Hap1
11	364373	364382	10	+	Hap1
11	401862	401871	10	-	Hap1
11	401932	401941	10	-	Hap1
11	524825	524834	10	-	Hap1
12	370341	370350	10	+	Hap1
12	553924	553933	10	-	Hap1
12	553959	553968	10	+	Hap1
12	645409	645418	10	-	Hap1
12	645507	645516	10	-	Hap1
12	646026	646035	10	-	Hap1
12	910134	910143	10	-	Hap1
13	20597	20606	10	-	Hap1
13	119118	119127	10	+	Hap1
13	119566	119575	10	+	Hap1
13	119687	119696	10	+	Hap1
13	167534	167543	10	+	Hap1
13	205597	205606	10	-	Hap1
13	219887	219896	10	-	Hap1
13	219976	219985	10	+	Hap1
13	259158	259167	10	-	Hap1
13	302900	302909	10	-	Hap1
13	388308	388317	10	-	Hap1
13	408699	408708	10	-	Hap1
13	408726	408735	10	+	Hap1
13	408748	408757	10	+	Hap1
13	537675	537684	10	+	Hap1
13	556914	556923	10	+	Hap1
13	667096	667105	10	-	Hap1
13	667377	667386	10	+	Hap1
13	712202	712211	10	+	Hap1
13	779257	779266	10	+	Hap1
13	835230	835239	10	-	Hap1
14	217408	217417	10	-	Hap1
14	342223	342232	10	+	Hap1
14	417632	417641	10	-	Hap1
14	701779	701788	10	-	Hap1
14	739621	739630	10	-	Hap1
15	104087	104096	10	-	Hap1
15	109918	109927	10	+	Hap1
15	273863	273872	10	+	Hap1
15	273894	273903	10	+	Hap1
15	446937	446946	10	-	Hap1
15	989158	989167	10	-	Hap1
15	1006931	1006940	10	+	Hap1
15	1006994	1007003	10	-	Hap1
16	138515	138524	10	-	Hap1
16	329068	329077	10	-	Hap1
16	497810	497819	10	+	Hap1
16	497875	497884	10	+	Hap1
16	556177	556186	10	-	Hap1
16	770474	770483	10	+	Hap1
16	770828	770837	10	-	Hap1
16	831837	831846	10	-	Hap1
2	36540	36546	7	+	Hap2
2	36580	36586	7	-	Hap2
2	36674	36680	7	+	Hap2
2	266439	266445	7	+	Hap2
2	315380	315386	7	-	Hap2
2	326855	326861	7	+	Hap2
2	326960	326966	7	-	Hap2
2	350921	350927	7	+	Hap2
2	351627	351633	7	-	Hap2
2	567690	567696	7	+	Hap2
3	292099	292105	7	-	Hap2
4	134870	134876	7	-	Hap2
4	134948	134954	7	-	Hap2
4	155788	155794	7	-	Hap2
4	155873	155879	7	-	Hap2
4	156114	156120	7	+	Hap2
4	156123	156129	7	-	Hap2
4	334539	334545	7	-	Hap2
4	336137	336143	7	-	Hap2
4	359760	359766	7	+	Hap2
4	449847	449853	7	+	Hap2
4	830587	830593	7	-	Hap2
4	870966	870972	7	-	Hap2
4	1228375	1228381	7	-	Hap2
4	1354766	1354772	7	-	Hap2
4	1496694	1496700	7	-	Hap2
4	1496716	1496722	7	+	Hap2
5	67391	67397	7	+	Hap2
5	67501	67507	7	+	Hap2
5	106945	106951	7	-	Hap2
5	107013	107019	7	-	Hap2
5	107034	107040	7	+	Hap2
5	108429	108435	7	+	Hap2
5	406470	406476	7	-	Hap2
5	539398	539404	7	-	Hap2
5	539443	539449	7	+	Hap2
5	541434	541440	7	+	Hap2
6	224855	224861	7	-	Hap2
6	224994	225000	7	+	Hap2
7	150782	150788	7	+	Hap2
7	255583	255589	7	-	Hap2
7	321560	321566	7	+	Hap2
7	524969	524975	7	+	Hap2
7	524981	524987	7	+	Hap2
7	648221	648227	7	-	Hap2
7	733273	733279	7	-	Hap2
7	932352	932358	7	-	Hap2
7	959474	959480	7	-	Hap2
7	976996	977002	7	-	Hap2
7	977041	977047	7	-	Hap2
8	76029	76035	7	+	Hap2
8	107622	107628	7	-	Hap2
8	209413	209419	7	-	Hap2
8	411275	411281	7	+	Hap2
9	410574	410580	7	-	Hap2
9	412942	412948	7	+	Hap2
9	414698	414704	7	-	Hap2
9	414809	414815	7	-	Hap2
9	414969	414975	7	-	Hap2
9	415661	415667	7	+	Hap2
10	59105	59111	7	-	Hap2
10	60791	60797	7	-	Hap2
10	121871	121877	7	+	Hap2
10	139946	139952	7	-	Hap2
10	140262	140268	7	+	Hap2
10	228547	228553	7	-	Hap2
10	415322	415328	7	-	Hap2
10	578355	578361	7	+	Hap2
10	719145	719151	7	-	Hap2
12	63740	63746	7	+	Hap2
12	80827	80833	7	-	Hap2
12	81434	81440	7	-	Hap2
12	87056	87062	7	+	Hap2
12	111629	111635	7	-	Hap2
12	111965	111971	7	+	Hap2
12	112085	112091	7	+	Hap2
12	116306	116312	7	-	Hap2
12	198214	198220	7	-	Hap2
12	198934	198940	7	-	Hap2
12	576497	576503	7	-	Hap2
12	576543	576549	7	+	Hap2
12	794626	794632	7	-	Hap2
12	795107	795113	7	+	Hap2
12	963661	963667	7	-	Hap2
13	268638	268644	7	-	Hap2
13	268964	268970	7	-	Hap2
13	503506	503512	7	+	Hap2
13	779284	779290	7	-	Hap2
14	89272	89278	7	-	Hap2
14	535101	535107	7	-	Hap2
15	34164	34170	7	-	Hap2
15	185302	185308	7	+	Hap2
15	1043623	1043629	7	-	Hap2
16	40671	40677	7	+	Hap2
16	159676	159682	7	+	Hap2
16	517147	517153	7	-	Hap2
16	718764	718770	7	-	Hap2
16	718902	718908	7	-	Hap2
16	719203	719209	7	+	Hap2
16	719231	719237	7	+	Hap2
16	821725	821731	7	-	Hap2
16	822260	822266	7	-	Hap2
2	315380	315384	5	-	Hap3
3	172441	172445	5	-	Hap3
3	172770	172774	5	-	Hap3
4	156123	156127	5	-	Hap3
4	751143	751147	5	+	Hap3
4	830555	830559	5	+	Hap3
4	830587	830591	5	-	Hap3
4	1228375	1228379	5	-	Hap3
5	539398	539402	5	-	Hap3
5	539445	539449	5	+	Hap3
5	541089	541093	5	+	Hap3
5	541449	541453	5	+	Hap3
7	150784	150788	5	+	Hap3
7	959474	959478	5	-	Hap3
8	107622	107626	5	-	Hap3
8	209413	209417	5	-	Hap3
10	139946	139950	5	-	Hap3
10	145004	145008	5	+	Hap3
12	87058	87062	5	+	Hap3
12	576497	576501	5	-	Hap3
12	576545	576549	5	+	Hap3
13	30030	30034	5	+	Hap3
14	614716	614720	5	-	Hap3
15	518578	518582	5	-	Hap3
15	519085	519089	5	+	Hap3
16	159678	159682	5	+	Hap3
2	36540	36546	7	+	Hap4
2	36580	36586	7	-	Hap4
2	135863	135869	7	+	Hap4
2	164284	164290	7	+	Hap4
2	164304	164310	7	-	Hap4
2	258022	258028	7	-	Hap4
2	258534	258540	7	+	Hap4
2	258596	258602	7	-	Hap4
2	258867	258873	7	+	Hap4
2	315380	315386	7	-	Hap4
3	142484	142490	7	-	Hap4
4	134870	134876	7	-	Hap4
4	134948	134954	7	-	Hap4
4	334539	334545	7	-	Hap4
4	442863	442869	7	-	Hap4
4	582605	582611	7	-	Hap4
4	755390	755396	7	+	Hap4
4	755422	755428	7	+	Hap4
4	830587	830593	7	-	Hap4
4	1112414	1112420	7	+	Hap4
4	1112430	1112436	7	-	Hap4
4	1228375	1228381	7	-	Hap4
4	1496716	1496722	7	+	Hap4
4	1517707	1517713	7	-	Hap4
5	107013	107019	7	-	Hap4
5	167314	167320	7	+	Hap4
5	567618	567624	7	-	Hap4
6	224855	224861	7	-	Hap4
7	144190	144196	7	-	Hap4
7	144602	144608	7	-	Hap4
7	150782	150788	7	+	Hap4
7	689987	689993	7	-	Hap4
7	698947	698953	7	-	Hap4
8	107622	107628	7	-	Hap4
8	209413	209419	7	-	Hap4
9	69539	69545	7	-	Hap4
10	228547	228553	7	-	Hap4
10	578355	578361	7	+	Hap4
11	171445	171451	7	+	Hap4
11	407848	407854	7	-	Hap4
12	225372	225378	7	+	Hap4
12	722525	722531	7	+	Hap4
12	722566	722572	7	+	Hap4
12	723777	723783	7	+	Hap4
12	795107	795113	7	+	Hap4
12	910160	910166	7	+	Hap4
13	30028	30034	7	+	Hap4
13	268964	268970	7	-	Hap4
13	650950	650956	7	+	Hap4
13	779284	779290	7	-	Hap4
14	519023	519029	7	+	Hap4
14	531579	531585	7	+	Hap4
14	586219	586225	7	+	Hap4
15	101031	101037	7	+	Hap4
15	185302	185308	7	+	Hap4
15	259445	259451	7	+	Hap4
15	446970	446976	7	+	Hap4
15	683766	683772	7	+	Hap4
16	29946	29952	7	-	Hap4
16	599696	599702	7	+	Hap4
2	36542	36546	5	+	Hap5
2	36580	36584	5	-	Hap5
2	36676	36680	5	+	Hap5
2	237063	237067	5	+	Hap5
2	258259	258263	5	+	Hap5
2	258596	258600	5	-	Hap5
2	258869	258873	5	+	Hap5
3	91228	91232	5	-	Hap5
4	134870	134874	5	-	Hap5
4	134948	134952	5	-	Hap5
4	323274	323278	5	-	Hap5
4	368680	368684	5	-	Hap5
4	368838	368842	5	-	Hap5
4	507682	507686	5	-	Hap5
4	508028	508032	5	-	Hap5
4	599834	599838	5	+	Hap5
4	599932	599936	5	+	Hap5
4	600594	600598	5	+	Hap5
4	1242607	1242611	5	+	Hap5
4	1496718	1496722	5	+	Hap5
5	41990	41994	5	+	Hap5
5	42006	42010	5	+	Hap5
5	42037	42041	5	-	Hap5
5	42057	42061	5	+	Hap5
5	117649	117653	5	+	Hap5
5	118038	118042	5	-	Hap5
5	242679	242683	5	+	Hap5
5	243073	243077	5	+	Hap5
5	432068	432072	5	+	Hap5
5	539398	539402	5	-	Hap5
5	539445	539449	5	+	Hap5
6	81975	81979	5	-	Hap5
6	82364	82368	5	+	Hap5
6	82529	82533	5	+	Hap5
6	224859	224863	5	-	Hap5
6	224996	225000	5	+	Hap5
7	150784	150788	5	+	Hap5
7	326358	326362	5	+	Hap5
7	328041	328045	5	+	Hap5
7	592015	592019	5	+	Hap5
7	959474	959478	5	-	Hap5
8	117689	117693	5	-	Hap5
8	209413	209417	5	-	Hap5
9	333696	333700	5	-	Hap5
10	228547	228551	5	-	Hap5
11	100116	100120	5	-	Hap5
11	100399	100403	5	+	Hap5
12	87058	87062	5	+	Hap5
12	94560	94564	5	+	Hap5
12	167850	167854	5	-	Hap5
12	576497	576501	5	-	Hap5
12	576545	576549	5	+	Hap5
12	694899	694903	5	-	Hap5
12	795109	795113	5	+	Hap5
12	964951	964955	5	-	Hap5
13	268238	268242	5	+	Hap5
13	268580	268584	5	+	Hap5
13	268964	268968	5	-	Hap5
13	353573	353577	5	-	Hap5
13	503508	503512	5	+	Hap5
13	653659	653663	5	-	Hap5
14	661603	661607	5	-	Hap5
14	661799	661803	5	+	Hap5
15	683768	683772	5	+	Hap5
16	159678	159682	5	+	Hap5
16	214418	214422	5	-	Hap5
16	215064	215068	5	+	Hap5
16	378648	378652	5	-	Hap5
16	821725	821729	5	-	Hap5
16	822260	822264	5	-	Hap5
1	141681	141694	14	-	Hsf1
1	141780	141793	14	+	Hsf1
2	86613	86626	14	+	Hsf1
2	381160	381173	14	+	Hsf1
2	381673	381686	14	+	Hsf1
2	444846	444859	14	+	Hsf1
2	477446	477459	14	+	Hsf1
2	576215	576228	14	-	Hsf1
3	38987	39000	14	-	Hsf1
3	125447	125460	14	-	Hsf1
4	135472	135485	14	+	Hsf1
4	417041	417054	14	-	Hsf1
4	831692	831705	14	-	Hsf1
4	892571	892584	14	-	Hsf1
4	974470	974483	14	+	Hsf1
5	364326	364339	14	-	Hsf1
6	106375	106388	14	+	Hsf1
7	772115	772128	14	+	Hsf1
7	772239	772252	14	-	Hsf1
7	785676	785689	14	-	Hsf1
7	915020	915033	14	-	Hsf1
8	323226	323239	14	-	Hsf1
10	381116	381129	14	-	Hsf1
11	533199	533212	14	+	Hsf1
11	575747	575760	14	+	Hsf1
12	65573	65586	14	+	Hsf1
12	573338	573351	14	-	Hsf1
12	665202	665215	14	+	Hsf1
14	481097	481110	14	+	Hsf1
14	619889	619902	14	+	Hsf1
14	763174	763187	14	+	Hsf1
15	170652	170665	14	+	Hsf1
15	265243	265256	14	-	Hsf1
15	370992	371005	14	+	Hsf1
15	380836	380849	14	-	Hsf1
15	877896	877909	14	+	Hsf1
16	352445	352458	14	-	Hsf1
2	270079	270086	8	+	Ime1
2	270121	270128	8	-	Ime1
4	178235	178242	8	+	Ime1
7	523499	523506	8	+	Ime1
8	25657	25664	8	+	Ime1
16	789778	789785	8	+	Ime1
1	45334	45342	9	-	Ino2
1	45402	45410	9	-	Ino2
2	14059	14067	9	+	Ino2
2	297897	297905	9	+	Ino2
3	223408	223416	9	-	Ino2
4	366187	366195	9	-	Ino2
4	556775	556783	9	+	Ino2
4	591955	591963	9	+	Ino2
4	699500	699508	9	-	Ino2
4	699603	699611	9	+	Ino2
4	715546	715554	9	+	Ino2
4	751411	751419	9	-	Ino2
4	794065	794073	9	+	Ino2
4	1087214	1087222	9	-	Ino2
4	1087253	1087261	9	-	Ino2
4	1445674	1445682	9	+	Ino2
4	1445736	1445744	9	-	Ino2
5	237315	237323	9	-	Ino2
5	237352	237360	9	+	Ino2
5	342690	342698	9	-	Ino2
7	968759	968767	9	+	Ino2
7	968939	968947	9	+	Ino2
8	67648	67656	9	-	Ino2
8	272424	272432	9	+	Ino2
10	136102	136110	9	-	Ino2
10	136166	136174	9	+	Ino2
10	136942	136950	9	+	Ino2
10	150402	150410	9	-	Ino2
10	348863	348871	9	-	Ino2
10	623397	623405	9	+	Ino2
11	99807	99815	9	-	Ino2
11	99970	99978	9	+	Ino2
12	212182	212190	9	-	Ino2
13	119433	119441	9	-	Ino2
14	57773	57781	9	-	Ino2
14	301806	301814	9	+	Ino2
14	317830	317838	9	+	Ino2
14	317907	317915	9	-	Ino2
14	427405	427413	9	+	Ino2
14	478267	478275	9	-	Ino2
14	545108	545116	9	+	Ino2
14	546128	546136	9	+	Ino2
14	662086	662094	9	-	Ino2
15	392131	392139	9	+	Ino2
15	779582	779590	9	+	Ino2
15	908056	908064	9	+	Ino2
16	69382	69390	9	-	Ino2
16	108418	108426	9	+	Ino2
2	14059	14067	9	+	Ino4
2	297897	297905	9	+	Ino4
2	419634	419642	9	+	Ino4
2	533540	533548	9	-	Ino4
3	190419	190427	9	+	Ino4
3	190529	190537	9	+	Ino4
3	223408	223416	9	-	Ino4
4	366187	366195	9	-	Ino4
4	556775	556783	9	+	Ino4
4	715546	715554	9	+	Ino4
4	751411	751419	9	-	Ino4
4	1337968	1337976	9	+	Ino4
4	1445674	1445682	9	+	Ino4
4	1445736	1445744	9	-	Ino4
5	208626	208634	9	-	Ino4
5	237315	237323	9	-	Ino4
5	342419	342427	9	+	Ino4
6	176424	176432	9	+	Ino4
7	364180	364188	9	-	Ino4
7	801998	802006	9	+	Ino4
7	802108	802116	9	-	Ino4
7	802128	802136	9	-	Ino4
7	968849	968857	9	+	Ino4
7	968939	968947	9	+	Ino4
8	98074	98082	9	-	Ino4
8	230848	230856	9	-	Ino4
8	354665	354673	9	+	Ino4
9	138823	138831	9	-	Ino4
10	104586	104594	9	+	Ino4
10	136102	136110	9	-	Ino4
10	136166	136174	9	+	Ino4
10	150402	150410	9	-	Ino4
10	348863	348871	9	-	Ino4
10	623397	623405	9	+	Ino4
10	663485	663493	9	-	Ino4
11	99807	99815	9	-	Ino4
11	99970	99978	9	+	Ino4
11	327714	327722	9	-	Ino4
12	408251	408259	9	+	Ino4
12	642448	642456	9	+	Ino4
13	540671	540679	9	+	Ino4
13	632227	632235	9	-	Ino4
13	886595	886603	9	+	Ino4
14	317830	317838	9	+	Ino4
14	317907	317915	9	-	Ino4
14	434682	434690	9	+	Ino4
14	456330	456338	9	-	Ino4
14	545108	545116	9	+	Ino4
14	662086	662094	9	-	Ino4
15	769865	769873	9	+	Ino4
15	779582	779590	9	+	Ino4
15	908056	908064	9	+	Ino4
16	108418	108426	9	+	Ino4
16	586328	586336	9	+	Ino4
16	754266	754274	9	-	Ino4
16	754557	754565	9	+	Ino4
4	1345537	1345551	15	+	Ixr1
9	138327	138341	15	-	Ixr1
11	355388	355402	15	+	Ixr1
11	580853	580867	15	+	Ixr1
11	580922	580936	15	-	Ixr1
2	165192	165201	10	+	Leu3
2	376064	376073	10	-	Leu3
3	91126	91135	10	+	Leu3
4	1490420	1490429	10	+	Leu3
7	478835	478844	10	-	Leu3
7	478865	478874	10	-	Leu3
10	466371	466380	10	-	Leu3
11	216504	216513	10	-	Leu3
12	839511	839520	10	+	Leu3
12	839620	839629	10	-	Leu3
13	483615	483624	10	-	Leu3
14	427197	427206	10	-	Leu3
14	503351	503360	10	+	Leu3
15	522751	522760	10	-	Leu3
15	832185	832194	10	-	Leu3
16	214870	214879	10	-	Leu3
1	110727	110736	10	-	Mac1
2	36945	36954	10	+	Mac1
2	328165	328174	10	+	Mac1
2	553518	553527	10	-	Mac1
2	800311	800320	10	+	Mac1
2	800408	800417	10	-	Mac1
4	381541	381550	10	+	Mac1
4	733202	733211	10	-	Mac1
4	1169002	1169011	10	+	Mac1
5	431954	431963	10	-	Mac1
5	432268	432277	10	+	Mac1
5	432291	432300	10	+	Mac1
5	432339	432348	10	-	Mac1
5	432409	432418	10	-	Mac1
5	434066	434075	10	-	Mac1
5	461808	461817	10	+	Mac1
5	462041	462050	10	+	Mac1
5	462067	462076	10	+	Mac1
7	253962	253971	10	+	Mac1
7	291815	291824	10	-	Mac1
7	318195	318204	10	-	Mac1
7	656603	656612	10	-	Mac1
7	762301	762310	10	+	Mac1
8	34484	34493	10	+	Mac1
8	374347	374356	10	-	Mac1
9	97119	97128	10	-	Mac1
9	97281	97290	10	-	Mac1
9	142773	142782	10	+	Mac1
10	139744	139753	10	-	Mac1
10	139914	139923	10	-	Mac1
10	140282	140291	10	+	Mac1
10	140326	140335	10	-	Mac1
10	140384	140393	10	-	Mac1
10	141204	141213	10	+	Mac1
10	228391	228400	10	-	Mac1
10	228483	228492	10	-	Mac1
10	348666	348675	10	-	Mac1
10	348801	348810	10	+	Mac1
10	405204	405213	10	+	Mac1
10	405370	405379	10	+	Mac1
10	425106	425115	10	-	Mac1
10	528576	528585	10	+	Mac1
10	528616	528625	10	-	Mac1
11	321626	321635	10	-	Mac1
11	321916	321925	10	+	Mac1
11	322442	322451	10	-	Mac1
12	23538	23547	10	-	Mac1
12	348299	348308	10	-	Mac1
12	348548	348557	10	-	Mac1
12	783752	783761	10	+	Mac1
12	784388	784397	10	+	Mac1
12	784642	784651	10	+	Mac1
12	915022	915031	10	-	Mac1
13	28023	28032	10	-	Mac1
13	131605	131614	10	+	Mac1
13	626516	626525	10	+	Mac1
13	626752	626761	10	-	Mac1
13	806509	806518	10	-	Mac1
13	915358	915367	10	+	Mac1
13	915538	915547	10	+	Mac1
14	89218	89227	10	-	Mac1
14	89332	89341	10	+	Mac1
14	167930	167939	10	-	Mac1
15	33767	33776	10	-	Mac1
15	40550	40559	10	-	Mac1
15	144042	144051	10	+	Mac1
15	780512	780521	10	-	Mac1
16	214169	214178	10	-	Mac1
16	214393	214402	10	-	Mac1
16	215000	215009	10	+	Mac1
16	778315	778324	10	+	Mac1
16	785868	785877	10	+	Mac1
16	785892	785901	10	-	Mac1
16	787496	787505	10	+	Mac1
16	787736	787745	10	+	Mac1
16	787763	787772	10	-	Mac1
16	859947	859956	10	-	Mac1
16	860454	860463	10	+	Mac1
16	861087	861096	10	+	Mac1
16	882452	882461	10	-	Mac1
2	767735	767741	7	-	Mata1
5	61616	61622	7	-	Mata1
1	158751	158757	7	-	Mbp1
1	158780	158786	7	+	Mbp1
2	107595	107601	7	+	Mbp1
2	153806	153812	7	+	Mbp1
2	153829	153835	7	+	Mbp1
2	236059	236065	7	+	Mbp1
2	236131	236137	7	+	Mbp1
2	383035	383041	7	+	Mbp1
2	392605	392611	7	+	Mbp1
2	392671	392677	7	-	Mbp1
2	441400	441406	7	+	Mbp1
2	565034	565040	7	+	Mbp1
3	22215	22221	7	+	Mbp1
3	22244	22250	7	+	Mbp1
3	228905	228911	7	+	Mbp1
3	228924	228930	7	+	Mbp1
3	228932	228938	7	+	Mbp1
3	228987	228993	7	+	Mbp1
3	229035	229041	7	+	Mbp1
4	106603	106609	7	-	Mbp1
4	174728	174734	7	+	Mbp1
4	272273	272279	7	+	Mbp1
4	272280	272286	7	+	Mbp1
4	282005	282011	7	+	Mbp1
4	357295	357301	7	-	Mbp1
4	357499	357505	7	-	Mbp1
4	423629	423635	7	+	Mbp1
4	423667	423673	7	+	Mbp1
4	444308	444314	7	+	Mbp1
4	444347	444353	7	-	Mbp1
4	444388	444394	7	+	Mbp1
4	444403	444409	7	-	Mbp1
4	543761	543767	7	+	Mbp1
4	630797	630803	7	+	Mbp1
4	644005	644011	7	+	Mbp1
4	644026	644032	7	-	Mbp1
4	681793	681799	7	+	Mbp1
4	721822	721828	7	+	Mbp1
4	721871	721877	7	-	Mbp1
4	722071	722077	7	-	Mbp1
4	746363	746369	7	+	Mbp1
4	909542	909548	7	+	Mbp1
4	909609	909615	7	+	Mbp1
4	995699	995705	7	-	Mbp1
4	995710	995716	7	+	Mbp1
4	999963	999969	7	+	Mbp1
4	1016265	1016271	7	-	Mbp1
4	1019174	1019180	7	+	Mbp1
4	1056117	1056123	7	+	Mbp1
4	1056223	1056229	7	-	Mbp1
4	1080579	1080585	7	+	Mbp1
4	1087130	1087136	7	+	Mbp1
